right_arm,left_arm,left_leg,right_leg,left_fore_arm,right_fore_arm,waist
66.79,55.04,33.32,36.24,123.76,138.39,31.045
75.26,61.73,28.57,30.3,119.43,136.38,27.67
69.38,60.91,28.86,27.33,125.22,137.79,28.185
76.3,69.14,23.63,24.61,123.69,132.81,26.245
70.26,68.93,22.7,18.49,120.56,129.36,25.3
66.52,61.67,28.14,24.72,115.3,130.64,31.06
61.74,54.28,32.05,27.54,115.87,136.15,33.004999999999995
64.01,56.56,30.67,25.42,112.66,137.85,32.195
63.19,53.78,31.62,30.97,117.0,140.86,36.09
63.07,53.01,31.23,30.57,116.48,138.83,35.165
63.82,54.74,31.43,34.57,124.7,138.14,37.255
58.01,46.96,31.25,33.96,123.4,137.43,37.995
55.2,41.32,42.21,42.15,123.76,135.82,46.295
56.49,43.28,38.23,51.03,118.26,132.22,50.0
61.38,51.53,28.83,32.8,123.87,123.95,36.065
61.16,54.22,32.2,35.08,130.62,118.42,38.325
72.01,53.23,36.22,32.22,119.07,122.92,40.075
58.01,33.08,109.34,96.28,118.12,106.97,113.315
86.02,33.71,108.4,102.2,113.45,114.01,123.13
77.23,24.53,118.05,141.84,110.89,108.1,143.92000000000002
64.15,17.21,144.84,142.91,113.47,84.04,167.55
58.35,8.49,152.34,148.53,122.06,84.39,172.89
103.65,11.5,143.46,146.12,108.3,118.75,169.49
111.83,18.0,142.39,145.81,114.36,118.97,165.125
112.18,12.84,137.77,142.45,113.24,119.84,162.82
118.06,18.95,117.03,130.79,118.26,121.6,145.57
119.83,23.19,142.32,142.03,113.92,128.12,162.11
118.84,18.35,145.44,145.68,109.78,126.54,166.18
121.89,22.44,138.92,141.61,115.05,126.4,160.01
122.0,20.88,134.85,132.99,111.81,125.5,153.62
123.62,27.55,124.52,129.7,114.63,125.86,140.26
129.16,28.17,128.06,132.27,108.8,127.97,138.785
