right_arm,left_arm,left_leg,right_leg,left_fore_arm,right_fore_arm,waist
52.63,30.84,107.02,89.57,121.03,135.07,101.295
58.91,35.85,92.83,76.26,116.9,140.49,88.08500000000001
50.69,30.31,106.79,90.47,121.16,141.14,102.94
42.84,22.29,134.32,114.72,111.4,137.0,129.155
39.59,21.98,140.86,122.95,110.54,135.11,135.91
48.75,24.37,137.79,126.51,111.75,142.98,132.29000000000002
60.99,40.42,121.54,111.23,115.97,145.18,117.655
64.94,42.0,90.71,87.65,121.28,152.11,89.69
53.48,32.56,134.66,134.37,115.96,145.87,133.695
66.26,44.2,95.5,86.44,124.0,148.44,93.705
63.42,43.38,97.92,90.0,125.23,150.98,96.485
58.12,36.94,106.94,102.4,122.71,150.73,104.905
57.45,41.09,93.73,74.27,127.96,142.82,87.925
56.39,36.37,115.54,109.66,115.81,144.55,113.105
